Name,URL,Image,Type,Efficiency Rating,Wattage,Modular,Color,Price
Thermaltake Toughpower Grand RGB 850 SE,https://pcpartpicker.com/product/Mkm323/thermaltake-toughpower-grand-rgb-sync-edition-850w-80-gold-certified-fully-modular-fanless-atx-power-supply-ps-tpg-0850fpcgus-s,https://cdna.pcpartpicker.com/static/forever/images/product/e8e432561afd5b71e2a9d40829e0dd31.256p.jpg,ATX,80+ Gold,850 W,Full,Black,
GAMDIAS ASTRAPE P1 G,https://pcpartpicker.com/product/t43H99/gamdias-astrape-p1-g-650-w-80-gold-certified-fully-modular-atx-power-supply-astrape-p1-650w-g,/static/forever/img/no-image.png,ATX,80+ Gold,650 W,Full,Black / Multicolor,
EVGA 500 BT,https://pcpartpicker.com/product/LxGnTW/evga-500-bt-500-w-80-bronze-certified-atx-power-supply-100-bt-0500-k1,https://cdna.pcpartpicker.com/static/forever/images/product/dfb60bd6f9e14aedba817157006d87cf.256p.jpg,ATX,80+ Bronze,500 W,No,Black,
Thermaltake TOUGHPOWER PF1 ARGB,https://pcpartpicker.com/product/XzYQzy/thermaltake-toughpower-pf1-argb-1200-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpd-1200f3fapu-1,https://cdna.pcpartpicker.com/static/forever/images/product/b7bb3e2fea075263ed3ba09b8790e399.256p.jpg,ATX,80+ Platinum,1200 W,Full,,
SeaSonic PRIME,https://pcpartpicker.com/product/Wfvqqs/seasonic-prime-750-w-80-gold-certified-fully-modular-atx-power-supply-prime-gx-750,https://cdna.pcpartpicker.com/static/forever/images/product/23bc750741b7e8c20cebd85bb93472bd.256p.jpg,ATX,80+ Gold,750 W,Full,Black,
Cougar GX-F,https://pcpartpicker.com/product/ksndnQ/cougar-gx-f-750-w-80-gold-certified-fully-modular-atx-power-supply-gxf750,https://cdna.pcpartpicker.com/static/forever/images/product/cc4deced5ad905d07b5ca06f1bc8db3e.256p.jpg,ATX,80+ Gold,750 W,Full,Black / Orange,
Deepcool GamerStorm DQ-M,https://pcpartpicker.com/product/FXGxFT/deepcool-gamerstorm-dq-m-650-w-80-gold-certified-fully-modular-atx-power-supply-dq650-m,https://cdna.pcpartpicker.com/static/forever/images/product/02f426ae1a717bd4a63d2c87bd66fae5.256p.jpg,ATX,80+ Gold,650 W,Full,Black / Silver,
SilentiumPC Vero L2,https://pcpartpicker.com/product/8MrYcf/silentiumpc-vero-l2-600-w-80-bronze-certified-atx-power-supply-spc165,https://cdna.pcpartpicker.com/static/forever/images/product/e11c497b722d90e33fa42bd1a320efba.256p.jpg,ATX,80+ Bronze,600 W,No,Black,
Enermax Revolution D.F.,https://pcpartpicker.com/product/CQNgXL/enermax-revolution-df-850-w-80-gold-certified-fully-modular-atx-power-supply-erf850ewt,https://cdna.pcpartpicker.com/static/forever/images/product/d3f4902aae06eef53d07e364c3645bc8.256p.jpg,ATX,80+ Gold,850 W,Full,Black / Silver,
FSP Group Hyper M,https://pcpartpicker.com/product/JctKHx/fsp-group-hyper-m-700-w-80-certified-semi-modular-atx-power-supply-mf700ms,https://m.media-amazon.com/images/I/511i+j6HP9L.jpg,ATX,80+,700 W,Semi,Black,
Thermaltake Toughpower PF1 - TT Premium Edition,https://pcpartpicker.com/product/tVzFf7/thermaltake-toughpower-pf1-650-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpd-0650fnfapu-1,https://cdna.pcpartpicker.com/static/forever/images/product/ee0162b23d8e12000c523242cd780fd2.256p.jpg,ATX,80+ Platinum,650 W,Full,,
Montech GAMMA II,https://pcpartpicker.com/product/r3qBD3/montech-gamma-ii-750-w-80-gold-certified-atx-power-supply-gamma-ii-750,/static/forever/img/no-image.png,ATX,80+ Gold,750 W,No,Black,
Antec VP PLUS,https://pcpartpicker.com/product/xLGbt6/antec-vp-plus-450-w-80-certified-atx-power-supply-vp450p-plus,https://cdna.pcpartpicker.com/static/forever/images/product/b294226dfd42caa0031d87867244bbfb.256p.jpg,ATX,80+,450 W,No,Black,
Cooler Master XG850 Plus,https://pcpartpicker.com/product/ZkFbt6/cooler-master-xg850-plus-850-w-80-platinum-certified-fully-modular-atx-power-supply-mpg-8501-afbap-xus,https://m.media-amazon.com/images/I/51r9AWIeNtL.jpg,ATX,80+ Platinum,850 W,Full,Black,
Segotep GF,https://pcpartpicker.com/product/4PM48d/segotep-gf-750-w-80-gold-certified-fully-modular-sfx-power-supply-cp-psu-st-gf750-sfx,/static/forever/img/no-image.png,SFX,80+ Gold,750 W,Full,Black / Gray,
Cougar VTE X2,https://pcpartpicker.com/product/nYxRsY/cougar-vte-x2-750-w-80-certified-atx-power-supply-vte-x2-750,https://m.media-amazon.com/images/I/419jHIbiw9L.jpg,ATX,80+,750 W,No,Black,
Phanteks AMP v2,https://pcpartpicker.com/product/YTHqqs/phanteks-amp-v2-1000-w-80-gold-certified-fully-modular-atx-power-supply-ph-p1000g_wt02,https://m.media-amazon.com/images/I/31MxzxcrWbL.jpg,ATX,80+ Gold,1000 W,Full,White,
Cooler Master V750 Gold i,https://pcpartpicker.com/product/ydXV3C/cooler-master-v750-gold-i-750-w-80-gold-certified-fully-modular-atx-power-supply-mpz-7501-afag-bus,https://cdna.pcpartpicker.com/static/forever/images/product/2f8ca117f2afe0b3a6818cde1624b8d4.256p.jpg,ATX,80+ Gold,750 W,Full,Black / Gold,
Enermax REVOLUTION D.F. 2,https://pcpartpicker.com/product/WjcgXL/enermax-revolution-df-2-1050-w-80-gold-certified-fully-modular-atx-power-supply-ers1050ewt,https://m.media-amazon.com/images/I/418lRtehKpL.jpg,ATX,80+ Gold,1050 W,Full,Black,
Thermalright TP,https://pcpartpicker.com/product/K626Mp/thermalright-tp-850-w-80-platinum-certified-fully-modular-atx-power-supply-tp-850,https://cdna.pcpartpicker.com/static/forever/images/product/2b67dce79197cd3eafbbcdbd00ed1e33.256p.jpg,ATX,80+ Platinum,850 W,Full,Black,
RAIJINTEK CRATOS,https://pcpartpicker.com/product/sW7scf/raijintek-cratos-850-w-80-gold-certified-fully-modular-atx-power-supply-0r30b00008,https://cdna.pcpartpicker.com/static/forever/images/product/c0781a989437da741bb3fe257dbbb1ef.256p.jpg,ATX,80+ Gold,850 W,Full,White,
FSP Group HYPER S,https://pcpartpicker.com/product/TNFmP6/fsp-group-hyper-s-500-w-80-certified-atx-power-supply-hp500s,https://m.media-amazon.com/images/I/51gLJQbfa2L.jpg,ATX,80+,500 W,No,Black,
Deepcool PX1300P,https://pcpartpicker.com/product/dGMMnQ/deepcool-px1300p-1300-w-80-platinum-certified-fully-modular-atx-power-supply-r-pxd00p-fc0b-us,https://cdna.pcpartpicker.com/static/forever/images/product/1c4d73e6976a1b2ea3b960ba51bec644.256p.jpg,ATX,80+ Platinum,1300 W,Full,Black / Silver,
FSP Group HEXA 85+ PRO,https://pcpartpicker.com/product/HrsV3C/fsp-group-hexa-85-pro-450-w-80-bronze-certified-atx-power-supply-ha2-450,https://cdna.pcpartpicker.com/static/forever/images/product/47290db4f89444168b6394b2be8a36ac.256p.jpg,ATX,80+ Bronze,450 W,No,Black,
SeaSonic ATX3-FOCUS-GX-750-WHITE,https://pcpartpicker.com/product/4jkH99/seasonic-atx3-focus-gx-750-white-750-w-80-gold-certified-fully-modular-atx-power-supply-atx3-focus-gx-750-white,/static/forever/img/no-image.png,ATX,80+ Gold,750 W,Full,White,
FSP Group Hydro K Pro ATX3.0,https://pcpartpicker.com/product/PctLrH/fsp-group-hydro-k-pro-atx30-850-w-80-bronze-certified-atx-power-supply-ppa8503209,https://cdna.pcpartpicker.com/static/forever/images/product/05152e654808d05e4964f7051805118f.256p.jpg,ATX,80+ Bronze,850 W,No,Black,
Deepcool DQ750M-V3L,https://pcpartpicker.com/product/2DsV3C/deepcool-dq750m-v3l-750-w-80-gold-certified-fully-modular-atx-power-supply-r-dq750m-fb0b-us,/static/forever/img/no-image.png,ATX,80+ Gold,750 W,Full,Black,
Thermaltake Toughpower GF A3 - TT Premium Edition,https://pcpartpicker.com/product/QdQKHx/thermaltake-toughpower-gf-a3-tt-premium-edition-1050-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-1050fnfagu-b,https://m.media-amazon.com/images/I/41AtNqf6VQL.jpg,ATX,80+ Gold,1050 W,Full,Blue / Black,
Antec High Current Gamer PRO ATX3.1,https://pcpartpicker.com/product/8WNYcf/antec-high-current-gamer-pro-atx31-850-w-80-platinum-certified-fully-modular-atx-power-supply-0-761345-20006-6,https://cdna.pcpartpicker.com/static/forever/images/product/300e62b3005d2a0530ddfe505c75aa1f.256p.jpg,ATX,80+ Platinum,850 W,Full,Black,
SilentiumPC Vero L3,https://pcpartpicker.com/product/YyjRsY/silentiumpc-vero-l3-700-w-80-bronze-certified-atx-power-supply-spc267,/static/forever/img/no-image.png,ATX,80+ Bronze,700 W,No,Black,
GameMax VP RGB,https://pcpartpicker.com/product/q7TFf7/gamemax-vp-rgb-800-w-80-bronze-certified-atx-power-supply-vp-800-rgb-bk,/static/forever/img/no-image.png,ATX,80+ Bronze,800 W,No,Black,
Cooler Master Elite NEX PN600 Peak 230V,https://pcpartpicker.com/product/Fpzp99/cooler-master-elite-nex-pn600-peak-230v-600-w-atx-power-supply-mpw-6001-acbk-p,/static/forever/img/no-image.png,ATX,,600 W,No,Black,
Silverstone Extreme Rz,https://pcpartpicker.com/product/q4jv6h/silverstone-extreme-rz-1000-w-fully-modular-sfx-power-supply-sst-ex1000r-pm,https://m.media-amazon.com/images/I/41OB9dmvJ3L.jpg,SFX,,1000 W,Full,Black,
Thermalright KG-650,https://pcpartpicker.com/product/xgNscf/thermalright-kg-650-650-w-80-gold-certified-fully-modular-atx-power-supply-kg-650-w,/static/forever/img/no-image.png,ATX,80+ Gold,650 W,Full,White,
Thermaltake Toughpower PF3-L,https://pcpartpicker.com/product/ByV2FT/thermaltake-toughpower-pf3-l-850-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpd-0850fnfapu-l,https://cdna.pcpartpicker.com/static/forever/images/product/f97aa545f65369fdb83c44d1b79f423e.256p.jpg,ATX,80+ Platinum,850 W,Full,Black,
Phanteks PH-P550GF,https://pcpartpicker.com/product/R2KcCJ/phanteks-550-w-80-gold-certified-atx-power-supply-ph-p550gf,/static/forever/img/no-image.png,ATX,80+ Gold,550 W,No,Black,
RAIJINTEK CRATOS,https://pcpartpicker.com/product/MDXV3C/raijintek-cratos-1200-w-80-gold-certified-fully-modular-atx-power-supply-0r30b00003,https://cdna.pcpartpicker.com/static/forever/images/product/5531c60ff632f6f104e7b6082c69b70f.256p.jpg,ATX,80+ Gold,1200 W,Full,Black,
Chieftec ATMOS,https://pcpartpicker.com/product/BJZXsY/chieftec-atmos-850-w-80-gold-certified-fully-modular-atx-power-supply-cpx-850fc,https://cdna.pcpartpicker.com/static/forever/images/product/45476457c285d909b4175520f11e9f8a.256p.jpg,ATX,80+ Gold,850 W,Full,Black,197.95
Antec Earthwatts Green,https://pcpartpicker.com/product/6dQypg/antec-power-supply-ea500d,https://m.media-amazon.com/images/I/41g9-m97TCL.jpg,ATX,80+,500 W,No,,
Silverstone TX300,https://pcpartpicker.com/product/M8yV3C/silverstone-300w-80-bronze-certified-tfx-power-supply-tx300,https://m.media-amazon.com/images/I/51d-oKrpajL.jpg,TFX,80+ Bronze,300 W,No,Black,
Enermax Revolution D.F. 12,https://pcpartpicker.com/product/swvD4D/enermax-revolution-df-12-750-w-80-gold-certified-fully-modular-atx-power-supply-etv750g,https://m.media-amazon.com/images/I/41zqr-GqL1L.jpg,ATX,80+ Gold,750 W,Full,Black,
Xilence XP750R10,https://pcpartpicker.com/product/nfWJ7P/xilence-xp750r10-750-w-80-bronze-certified-atx-power-supply-xn235,https://m.media-amazon.com/images/I/41aRAw2wd7L.jpg,ATX,80+ Bronze,750 W,No,Black / Red,
In Win IP-P300BN7-2,https://pcpartpicker.com/product/vHMFf7/inwin-power-supply-ipp300bn72,/static/forever/img/no-image.png,ATX,80+,300 W,No,,
SeaSonic PRIME Ultra Gold 750,https://pcpartpicker.com/product/VfM323/seasonic-prime-ultra-gold-750w-80-gold-certified-fully-modular-atx-power-supply-ssr-750gd2,https://cdna.pcpartpicker.com/static/forever/images/product/23bc750741b7e8c20cebd85bb93472bd.256p.jpg,ATX,80+ Gold,750 W,Full,Black,
FSP Group SFX Pro,https://pcpartpicker.com/product/gMxbt6/fsp-group-sfx-pro-350-w-80-bronze-certified-sfx-power-supply-fsp350-50sac-r,/static/forever/img/no-image.png,SFX,80+ Bronze,350 W,No,Black,
SHARKOON Rebel P20 1200,https://pcpartpicker.com/product/msDQzy/sharkoon-rebel-p20-1200-1200-w-fully-modular-atx-power-supply-rebel-p20-1200,https://cdna.pcpartpicker.com/static/forever/images/product/156a6530abcf9ca190cf809d689662f7.256p.jpg,ATX,,1200 W,Full,Black,286.62
Cooler Master V SFX Platinum ATX 3.1,https://pcpartpicker.com/product/9ffV3C/cooler-master-v-sfx-platinum-atx-31-1100-w-80-platinum-certified-fully-modular-sfx-power-supply-mpz-b001-sfap-ebus,/static/forever/img/no-image.png,SFX,80+ Platinum,1100 W,Full,Black,
Apex SL-275TFX,https://pcpartpicker.com/product/7qn2FT/apex-sl-275tfx-275-w-tfx-power-supply-sl-275tfx,https://cdna.pcpartpicker.com/static/forever/images/product/7f8a1a2c45efe91dcba460b6eb29685d.256p.jpg,TFX,,275 W,No,Silver,
Cooler Master eXtreme Power,https://pcpartpicker.com/product/wXQypg/cooler-master-power-supply-rs550pcare3us,https://m.media-amazon.com/images/I/51eEHaqKs4L.jpg,ATX,,550 W,No,,
Rosewill Green,https://pcpartpicker.com/product/PdQypg/rosewill-power-supply-rg630s12,https://m.media-amazon.com/images/I/41G9RHTElwL.jpg,ATX,80+,630 W,No,,
Silverstone Strider,https://pcpartpicker.com/product/jktCmG/silverstone-power-supply-st65ef,/static/forever/img/no-image.png,ATX,80+ Bronze,650 W,No,,
Thermaltake Toughpower XT,https://pcpartpicker.com/product/sFkD4D/thermaltake-power-supply-tpx675m,/static/forever/img/no-image.png,ATX,80+ Bronze,675 W,Semi,,
FSP Group FSP270-60LE,https://pcpartpicker.com/product/Zg7wrH/fsp-group-fsp270-60le-270-w-80-certified-mini-itx-power-supply-fsp270-60le,https://m.media-amazon.com/images/I/313B3FfkM7L.jpg,Mini ITX,80+,270 W,No,Silver,
Athena Power AP-MFATX30,https://pcpartpicker.com/product/G6tCmG/athena-power-ap-mfatx30-300-w-80-bronze-certified-mini-itx-power-supply-ap-mfatx30,/static/forever/img/no-image.png,Mini ITX,80+ Bronze,300 W,No,Silver,
Diablotek PHD350,https://pcpartpicker.com/product/BJ4gXL/diablotek-power-supply-phd350,https://images-na.ssl-images-amazon.com/images/I/51O5D6n-dlL.jpg,ATX,,350 W,No,,
Antec High Current Pro,https://pcpartpicker.com/product/Xw4gXL/antec-power-supply-hcp850,https://m.media-amazon.com/images/I/41WwWxUi7kL.jpg,ATX,80+ Gold,850 W,Semi,,
Azza PSAZ-650B14,https://pcpartpicker.com/product/b8Np99/azza-power-supply-psaz650b14,/static/forever/img/no-image.png,ATX,,650 W,No,,
SeaSonic Platinum,https://pcpartpicker.com/product/PRW9TW/seasonic-power-supply-platinum1000,https://cdna.pcpartpicker.com/static/forever/images/product/bbb67a181cec8c8d9037adb6b0747fb4.256p.jpg,ATX,80+ Platinum,1000 W,Full,,
Athena Power AP-TFX40,https://pcpartpicker.com/product/tJLypg/athena-power-ap-tfx40-400-w-80-bronze-certified-tfx-power-supply-ap-tfx40,https://m.media-amazon.com/images/I/417imnsjizL.jpg,TFX,80+ Bronze,400 W,No,Silver,
Ultra LSP650,https://pcpartpicker.com/product/Bxw323/ultra-lsp650-650-w-atx-power-supply-lsp650,/static/forever/img/no-image.png,ATX,,650 W,No,,
Rosewill HERCULES-1600,https://pcpartpicker.com/product/MyYXsY/rosewill-power-supply-hercules1600,/static/forever/img/no-image.png,ATX,80+ Silver,1600 W,Semi,,
Thermaltake TR2,https://pcpartpicker.com/product/bb3RsY/thermaltake-power-supply-tr500,https://m.media-amazon.com/images/I/41GX3r0WoIL.jpg,ATX,,500 W,No,,
XFX XTR,https://pcpartpicker.com/product/2L3RsY/xfx-xtr-750-w-80-gold-certified-fully-modular-atx-power-supply-p1-750b-befx,https://m.media-amazon.com/images/I/41c7TcqKJqL.jpg,ATX,80+ Gold,750 W,Full,,
XFX PRO Black Edition,https://pcpartpicker.com/product/rCH323/xfx-pro-black-edition-850-w-80-gold-certified-fully-modular-atx-power-supply-p1-850b-befx,https://m.media-amazon.com/images/I/41q0xZgwieL.jpg,ATX,80+ Gold,850 W,Full,,
Cooler Master Silent Pro M2,https://pcpartpicker.com/product/YD9KHx/cooler-master-power-supply-rsa00spm2d3us,https://m.media-amazon.com/images/I/51r-KHWOHHL.jpg,ATX,80+ Silver,1000 W,Semi,,
Cooler Master i700,https://pcpartpicker.com/product/TNrG3C/cooler-master-power-supply-rs700acaab1us,https://m.media-amazon.com/images/I/51edyBzSXkL.jpg,ATX,80+ Bronze,700 W,No,,
Fractal Design Newton R3,https://pcpartpicker.com/product/kVjG3C/fractal-design-power-supply-fdpsunt3b800w,https://cdna.pcpartpicker.com/static/forever/images/product/260aa8f5f058024d5ad344ef2d92b87d.256p.jpg,ATX,80+ Platinum,800 W,Semi,,
Thermaltake Smart SE,https://pcpartpicker.com/product/bXjG3C/thermaltake-smart-se-630-w-semi-modular-atx-power-supply-sps-630m,https://cdna.pcpartpicker.com/static/forever/images/product/c48450fb55cc031ed31eab305593eadd.256p.jpg,ATX,,630 W,Semi,,
FSP Group Raider S 550,https://pcpartpicker.com/product/mhV48d/fsp-group-power-supply-raiders550,https://m.media-amazon.com/images/I/51x7dD4MQ+L.jpg,ATX,80+ Silver,550 W,No,,
Solid Gear SDGR-FLEX220,https://pcpartpicker.com/product/KwR48d/solid-gear-sdgr-flex220-220-w-flex-atx-power-supply-sdgr-flex220,https://cdna.pcpartpicker.com/static/forever/images/product/34e4be9c0665ec6e521713bf83b033e7.256p.jpg,Flex ATX,,220 W,No,Silver,
be quiet! Pure Power L8,https://pcpartpicker.com/product/4Hdqqs/be-quiet-pure-power-l8-350-w-80-bronze-certified-atx-power-supply-bn221,https://m.media-amazon.com/images/I/51vQuTW4tnL.jpg,ATX,80+ Bronze,350 W,No,,
EVGA SuperNOVA 1000 PS,https://pcpartpicker.com/product/KcCrxr/evga-supernova-1000-ps-1000-w-80-platinum-certified-fully-modular-atx-power-supply-220-ps-1000-v1,https://cdna.pcpartpicker.com/static/forever/images/product/eb719139210f436f86ef91f8f701bd30.256p.jpg,ATX,80+ Platinum,1000 W,Full,,
Rosewill HIVE,https://pcpartpicker.com/product/fzmLrH/rosewill-power-supply-hive550s,https://m.media-amazon.com/images/I/41XZlD8qZmL.jpg,ATX,80+ Bronze,550 W,Full,,
Rosewill HIVE,https://pcpartpicker.com/product/wf7CmG/rosewill-power-supply-hive850s,https://cdna.pcpartpicker.com/static/forever/images/product/d8205363e4a9b88a32d08deebeae2bc0.256p.jpg,ATX,80+ Bronze,850 W,Full,,
Raidmax XT,https://pcpartpicker.com/product/QRGj4D/raidmax-power-supply-rx500xt,/static/forever/img/no-image.png,ATX,,500 W,No,,
be quiet! Straight Power 10,https://pcpartpicker.com/product/qQqbt6/be-quiet-power-supply-bn232,https://cdna.pcpartpicker.com/static/forever/images/product/2488a530ab10a5faabf9346042c6e5dc.256p.jpg,ATX,80+ Gold,600 W,No,,
Silverstone Strider Titanium,https://pcpartpicker.com/product/BntWGX/silverstone-power-supply-st70fti,https://m.media-amazon.com/images/I/51cSN53J+SL.jpg,ATX,80+ Titanium,700 W,Full,,
be quiet! Dark Power Pro 11,https://pcpartpicker.com/product/x4s8TW/be-quiet-power-supply-bn250,https://m.media-amazon.com/images/I/51a8QF+UjrL.jpg,ATX,80+ Platinum,550 W,Semi,,
FSP Group FSP400-60GHS(85)-R,https://pcpartpicker.com/product/gwsKHx/fsp-group-fsp400-60ghs85-r-400-w-80-bronze-certified-sfx-power-supply-fsp400-60ghs85-r,https://m.media-amazon.com/images/I/41dQal3rAHL.jpg,SFX,80+ Bronze,400 W,No,Black,
EVGA SuperNOVA 750 GA,https://pcpartpicker.com/product/zWcMnQ/evga-supernova-750-ga-750-w-80-gold-certified-fully-modular-atx-power-supply-220-gl-0750-x1,/static/forever/img/no-image.png,ATX,80+ Gold,750 W,Full,,
be quiet! Pure Power 10,https://pcpartpicker.com/product/YBp323/be-quiet-pure-power-10-400w-80-silver-certified-atx-power-supply-bn272,https://cdna.pcpartpicker.com/static/forever/images/product/367ba9c38e8e0c7d462926970cde316a.256p.jpg,ATX,80+ Silver,400 W,No,,
be quiet! Pure Power 10,https://pcpartpicker.com/product/f4QRsY/be-quiet-pure-power-10-600w-80-silver-certified-atx-power-supply-bn274,https://cdna.pcpartpicker.com/static/forever/images/product/367ba9c38e8e0c7d462926970cde316a.256p.jpg,ATX,80+ Silver,600 W,No,,
FSP Group Twins,https://pcpartpicker.com/product/bgkwrH/fsp-group-700w-80-gold-certified-atx-power-supply-twins700,https://m.media-amazon.com/images/I/512pXQHXbeL.jpg,ATX,80+ Gold,700 W,No,,
Raidmax Cobra,https://pcpartpicker.com/product/vmrcCJ/raidmax-cobra-600w-80-gold-certified-semi-modular-atx-power-supply-rx-600ae-b,https://cdna.pcpartpicker.com/static/forever/images/product/a6cd2bdf6a3d43184879513d592c0c7e.256p.jpg,ATX,80+ Gold,600 W,Semi,,
Thermaltake Toughpower DPS G RGB,https://pcpartpicker.com/product/gbKhP6/thermaltake-toughpower-dps-g-rgb-1250-w-80-titanium-certified-fully-modular-atx-power-supply-ps-tpg-1250dpctus-t,https://m.media-amazon.com/images/I/51Bf16bD7ML.jpg,ATX,80+ Titanium,1250 W,Full,,
Apevia ATX-JP1000W,https://pcpartpicker.com/product/tBPKHx/apevia-1000w-80-bronze-certified-atx-power-supply-atx-jp1000w,/static/forever/img/no-image.png,ATX,80+ Bronze,1000 W,No,,
EVGA SuperNOVA 1000 PQ,https://pcpartpicker.com/product/dfF48d/evga-supernova-1000-pq-1000-w-80-platinum-certified-semi-modular-atx-power-supply-210-pq-1000-x1,https://cdna.pcpartpicker.com/static/forever/images/product/570d9d706cc8b6ea2a78b6970bb827e0.256p.jpg,ATX,80+ Platinum,1000 W,Semi,Black,
Antec High Current Gamer Extreme,https://pcpartpicker.com/product/d7dxFT/antec-high-current-gamer-extreme-1000w-80-gold-certified-fully-modular-atx-power-supply-hcg1000-extreme,https://cdna.pcpartpicker.com/static/forever/images/product/fc49efc3716dc51de27acf0ee6cfdd10.256p.jpg,ATX,80+ Gold,1000 W,Full,,
Thermaltake TOUGHPOWER PF1 ARGB,https://pcpartpicker.com/product/hw6qqs/thermaltake-toughpower-pf1-argb-1050-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpd-1050f3fapu-1,https://cdna.pcpartpicker.com/static/forever/images/product/9bd27d187b7a01ce2f8470c37e986b05.256p.jpg,ATX,80+ Platinum,1050 W,Full,,
